id,nombre,descripcion,logo,created_at,updated_at
117e7c6d-ebe1-41ec-ae39-52b64e6e64b4,KuboGestión,"CRM + proyectos, tareas, facturación e historial de clientes en una sola plataforma.",/assets/categorias/favicon-kubogestion.svg,2026-06-07 06:03:23.934332+00,2026-06-07 07:21:53.422265+00
1a916bf1-af35-4bba-9418-f41caef3c559,KuboJuegos,Plataforma para desarrollar y publicar videojuegos indie con analítica IA de jugadores en tiempo real.,/assets/categorias/favicon-kubojuegos.svg,2026-06-07 06:03:23.934332+00,2026-06-07 07:21:53.422265+00
47ea7ab2-9fd2-47cf-9afd-67ca379c214d,KuboReservas,Panel de turnos online con recordatorios automáticos y análisis de ocupación IA.,/assets/categorias/favicon-kuboreservas.svg,2026-06-07 06:03:23.934332+00,2026-06-07 07:21:53.422265+00
d0baf1e0-3538-4b08-abfe-e80b435c4154,KuboRRHH,Portal de onboarding de empleados y clientes SaaS con flujos IA adaptativos.,/assets/categorias/favicon-kuborrhh.svg,2026-06-07 06:03:23.934332+00,2026-06-07 07:21:53.422265+00
d6b60a1c-4666-4f00-a4ac-2c3ab7d8c871,KuboInventario,Sistema de inventario y punto de venta con predicción de stock por IA.,/assets/categorias/favicon-kuboinventario.svg,2026-06-07 06:03:23.934332+00,2026-06-07 07:21:53.422265+00
eb5648e9-5c3f-42e7-807b-7a5247169673,KuboMétricas,Dashboard de métricas de negocio con análisis IA y alertas en lenguaje natural.,/assets/categorias/favicon-kubometricas.svg,2026-06-07 06:03:23.934332+00,2026-06-07 07:21:53.422265+00
